﻿Session,Title,URL
"5-mar-2020","Amazon Web Services Sign-In","https://us-east-1.signin.aws.amazon.com/oauth?SignatureVersion=4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAJEABXKD7P4LVZGHQ&X-Amz-Date=2020-03-04T10%3A24%3A24.590Z&X-Amz-Signature=2933d28afe85c81134492e263dbbd09db35e52f01c67d2685efdf8da6de2b1b2&X-Amz-SignedHeaders=host&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fs3&redirect_uri=https%3A%2F%2Fs3.console.aws.amazon.com%2Fs3%2Fbuckets%2Fqubole-att%2Fwarehouse%2Fattv3_v90_test%2FCORE%2Fdatabases%2Fattrstack_attfb_test_mspatt_attv3_v90_test.db%2F%3Fregion%3Dus-east-1%26state%3DhashArgs%2523%26tab%3Doverview%26isauthcode%3Dtrue&region=us-east-1&response_type=code&state=hashArgs%23&tab=overview#"
"5-mar-2020","S3 Management Console","https://s3.console.aws.amazon.com/s3/buckets/qubole-att/warehouse/attv3_v90_test/CORE/databases/attrstack_attfb_test_mspatt_attv3_v90_test.db/attrstack_backbone/?region=us-east-1&tab=overview#"
"5-mar-2020","S3 Management Console","https://s3.console.aws.amazon.com/s3/buckets/tv-mta/tv-results-prod/mta-tv-impressions/ultimateowner_id=1395292/?region=us-east-1&tab=overview"
"5-mar-2020","S3 Management Console","https://s3.console.aws.amazon.com/s3/buckets/tv-mta/tv-results-dev/mta-tv-impressions-ford/ultimateowner_id%253D1395292/impression_date%253D2019-08-16/?region=us-east-1&tab=overview"
"5-mar-2020","S3 Management Console","https://s3.console.aws.amazon.com/s3/buckets/qubole-cricket/warehouse/cricketv4/CORE/databases/coeffstack_cricket_fb1_mspcricket_cricketv4.db/tpre_results/?region=us-east-1&tab=overview#"
"5-mar-2020","Raj-Design-questions/awesome-scalability: High Scalability, High Availability, High Stability, High Performance, and High Intelligence Back-End Design Patterns","https://github.com/Raj-Design-questions/awesome-scalability"
"5-mar-2020","Meet Michelangelo: Uber's Machine Learning Platform","https://eng.uber.com/michelangelo/"
"5-mar-2020","Postman","chrome-extension://coohjcphdfgbiolnekdpbcijmhambjff/index.html"
"5-mar-2020","Help and Documentation in IPython | Python Data Science Handbook","https://jakevdp.github.io/PythonDataScienceHandbook/01.01-help-and-documentation.html"
"5-mar-2020","28 Jupyter Notebook Tips, Tricks, and Shortcuts for Data Science","https://www.dataquest.io/blog/jupyter-notebook-tips-tricks-shortcuts/"
"5-mar-2020","Create cron job or schedule jobs using bash scripts in Linux or Unix","https://www.golinuxcloud.com/create-schedule-cron-job-shell-script-linux/"
"5-mar-2020","The ps Command","http://www.linfo.org/ps.html"
"5-mar-2020","AWS Command line: S3 content from stdin or to stdout","https://loige.co/aws-command-line-s3-content-from-stdin-or-to-stdout/"
"5-mar-2020","Hadoop Hive Analytic Functions and Examples - DWgeek.com","https://dwgeek.com/hadoop-hive-analytic-functions-examples.html/"
"5-mar-2020","How to split the input file in Apache Spark - Stack Overflow","https://stackoverflow.com/questions/27619230/how-to-split-the-input-file-in-apache-spark"
"5-mar-2020","python - Splitting +10GB .csv File into equal Parts without reading into Memory - Stack Overflow","https://stackoverflow.com/questions/53028454/splitting-10gb-csv-file-into-equal-parts-without-reading-into-memory"
"5-mar-2020","Split large files into a number of smaller files in Unix","https://kb.iu.edu/d/afar"
"5-mar-2020","Neustar SFTP Web Client","https://mdc-ftp.marketshare.com/webclient/Login.xhtml"
"5-mar-2020","Complex Json transformation using Hive functions - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/Complex-Json-transformation-using-Hive-functions/td-p/236476"
"5-mar-2020","Non-equi join in hive to get dim data between fact... - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/Non-equi-join-in-hive-to-get-dim-data-between-fact-table/td-p/114273"
"5-mar-2020","atexit — Exit handlers — Python 3.7.6 documentation","https://docs.python.org/3.7/library/atexit.html#atexit-example"
"5-mar-2020","linux - How can I edit multiple files in VIM? - Unix & Linux Stack Exchange","https://unix.stackexchange.com/questions/27586/how-can-i-edit-multiple-files-in-vim"
"5-mar-2020","Difference between routing, forwarding, switching - Network Engineering Stack Exchange","https://networkengineering.stackexchange.com/questions/33615/difference-between-routing-forwarding-switching"
"5-mar-2020","Parsing JSON with jq","http://www.compciv.org/recipes/cli/jq-for-parsing-json/"
"5-mar-2020","Redirecting all kinds of stdout in Python - Eli Bendersky's website","https://eli.thegreenplace.net/2015/redirecting-all-kinds-of-stdout-in-python/"
"5-mar-2020","How to insert a dictionary in another dictionary in Python (How to merge two dictionaries)","https://code-maven.com/how-to-insert-a-dictionary-in-another-dictionary-in-python"
"5-mar-2020","How to fix the ""Name or service not known"" error in the ProtectionLS error log when the ProtectionLS service cannot start on a ReadyAPI floating license server? ~ Case Management Portal","https://smartbear-cc.force.com/portal/KbArticleViewer?name=How-to-fix-the-Name-or-service-not-known-error-in-the-ProtectionLS-error-log-when-the-ProtectionLS-service-cannot-start-on-a-ReadyAPI-floating-license-server&sp=all"
"5-mar-2020","regression - Random forest assumptions - Cross Validated","https://stats.stackexchange.com/questions/59124/random-forest-assumptions"
"5-mar-2020","Solved: How to change location of the external table in hi... - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/How-to-change-location-of-the-external-table-in-hive/td-p/134391"
"5-mar-2020","pandas.read_csv — pandas 1.0.1 documentation","https://pandas.pydata.org/pandas-docs/stable/reference/api/pandas.read_csv.html"
"5-mar-2020","Defining Table Record Formats in Hive","https://www.dummies.com/programming/big-data/hadoop/defining-table-record-formats-in-hive/"
"5-mar-2020","Hive on Tez : How to control the number of Mappers and Reducers | Open Knowledge Base","http://www.openkb.info/2017/05/hive-on-tez-how-to-control-number-of.html"
"5-mar-2020","Hadoop Configuration parameters · Hadoop Internals","http://ercoppa.github.io/HadoopInternals/HadoopConfigurationParameters.html"
"5-mar-2020","What is meaning of {} + in find's -exec command? - Unix & Linux Stack Exchange","https://unix.stackexchange.com/questions/195939/what-is-meaning-of-in-finds-exec-command"
"5-mar-2020","Working with many files in pandas","http://jonathansoma.com/lede/foundations-2017/classes/working-with-many-files/class/"
"5-mar-2020","Linux alias Command","https://www.mediacollege.com/linux/command/alias.html"
"5-mar-2020","Shell Script to find out whether file has read, write and execute permission – nixCraft","https://bash.cyberciti.biz/file-management/find-file-permission-script/"
"5-mar-2020","Linux Tutorial - Managing Group Access on Linux and UNIX","http://www.yolinux.com/TUTORIALS/LinuxTutorialManagingGroups.html"
"5-mar-2020","Does s3cmd support multipart uploads?","https://s3tools.org/kb/item13.htm"
"5-mar-2020","Multipart Upload API and Permissions - Amazon Simple Storage Service","https://docs.aws.amazon.com/AmazonS3/latest/dev/mpuAndPermissions.html"
"5-mar-2020","Quickly Concatenating Files in Amazon S3","http://whitfin.io/quickly-concatenating-files-in-amazon-s3/"
"5-mar-2020","whitfin/s3-concat: Concatenate Amazon S3 files remotely using flexible patterns","https://github.com/whitfin/s3-concat"
"5-mar-2020","stream from s3 location in java - Google Search","https://www.google.com/search?rlz=1C1NHXL_enIN817IN817&sxsrf=ACYBGNShBpuBHNJHIJJwHWTqgvrzPUj0Dg%3A1580819304363&ei=aGM5XubsFfKZ4-EPg6CsuAs&q=stream+from+s3+location+in+java&oq=stream+from+s3+location+in+java&gs_l=psy-ab.3..33i22i29i30.7275.10091..10619...0.2..0.503.3088.3-6j1j1......0....1..gws-wiz.......0i71j33i160.2xrOPVPDxj8&ved=0ahUKEwjmwNzo8rfnAhXyzDgGHQMQC7cQ4dUDCAs&uact=5"
"5-mar-2020","S3 workflows simplified with Java 8 streams | AWS Developer Blog","https://aws.amazon.com/blogs/developer/s3-workflows-simplified-with-java-8-streams/"
"5-mar-2020","java - Getting file size from S3 bucket - Stack Overflow","https://stackoverflow.com/questions/35867138/getting-file-size-from-s3-bucket/35871008#35871008"
"5-mar-2020","Sign in [Jenkins]","https://jenkins.neustar.biz/login?from=%2Fjob%2Fmarketshare-deployments%2Fjob%2F"
"5-mar-2020","Multipart Uploads in Amazon S3 with Java | Baeldung","https://www.baeldung.com/aws-s3-multipart-upload"
"5-mar-2020","Kaise Bataoon Main Lyrics hindi | कैसे बताऊँ मैं वजूद lyrics | hindi.lyricsgram.com","http://hindi.lyricsgram.com/song/kaise-bataoon-main-34267"
"5-mar-2020","How to use `git mergetool` to resolve conflicts","https://gist.github.com/karenyyng/f19ff75c60f18b4b8149"
"5-mar-2020","CREATE TABLE geolocation STORED AS ORC AS SELECT *... - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/CREATE-TABLE-geolocation-STORED-AS-ORC-AS-SELECT-FROM/td-p/156472"
"5-mar-2020","Hive Built-in Operators – Arm Treasure Data","https://support.treasuredata.com/hc/en-us/articles/360001450728-Hive-Built-in-Operators"
"5-mar-2020","mapreduce - What is Hive: Return Code 2 from org.apache.hadoop.hive.ql.exec.MapRedTask - Stack Overflow","https://stackoverflow.com/questions/11185528/what-is-hive-return-code-2-from-org-apache-hadoop-hive-ql-exec-mapredtask"
"5-mar-2020","Community - Competitive Programming - Competitive Programming Tutorials - Binary Search","https://www.topcoder.com/community/competitive-programming/tutorials/binary-search"
"5-mar-2020","Sphere Online Judge (SPOJ) - Problems","https://www.spoj.com/problems/riddle/"
"5-mar-2020","SPOJ.com - Problem SUBSUMS","https://www.spoj.com/problems/SUBSUMS/"
"5-mar-2020","Segment Tree and Lazy Propagation | HackerEarth","https://www.hackerearth.com/practice/notes/segment-tree-and-lazy-propagation/"
"5-mar-2020","Basics of Disjoint Data Structures Tutorials & Notes | Data Structures | HackerEarth","https://www.hackerearth.com/practice/data-structures/disjoint-data-strutures/basics-of-disjoint-data-structures/tutorial/"
"5-mar-2020","SPOJ.com - Problem LCA","https://www.spoj.com/problems/LCA/"
"5-mar-2020","Greedy algorithm - Wikipedia","https://en.wikipedia.org/wiki/Greedy_algorithm"
"5-mar-2020","Matroid - Wikipedia","https://en.wikipedia.org/wiki/Matroid"
"5-mar-2020","FAILED: Execution Error, return code 2 from org.ap... - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/FAILED-Execution-Error-return-code-2-from-org-apache-hadoop/td-p/17416"
"5-mar-2020","jira.nexgen.neustar.biz","https://jira.nexgen.neustar.biz/projects/MTA/issues/MTA-386?filter=allopenissues"
"5-mar-2020","MTA - MTA - Decision Now - Confluence","https://confluence.nexgen.neustar.biz/pages/viewpage.action?spaceKey=MDN&title=MTA"
"5-mar-2020","MTA Backend Trainings - MTA - Decision Now - Confluence","https://confluence.nexgen.neustar.biz/pages/viewpage.action?spaceKey=MDN&title=MTA+Backend+Trainings"
"5-mar-2020","Kite – Zerodha's sleek, fast, and modern flagship trading platform","https://zerodha.com/products/kite"
"5-mar-2020","MTA-Training-2020 - OneDrive","https://neustar-my.sharepoint.com/personal/ramanujam_hs_team_neustar/_layouts/15/onedrive.aspx?viewid=e61717e6%2D06e0%2D4408%2D8c95%2D2baafc19e07f&id=%2Fpersonal%2Framanujam%5Fhs%5Fteam%5Fneustar%2FDocuments%2FMTA%20Training%2FMTA%20Backend%2FMTA%2DTraining%2D2020"
"5-mar-2020","MMM, MTA & UA Portfolio Management - Portfolio for Jira - Neustar JIRA","https://jira.nexgen.neustar.biz/secure/PortfolioPlanView.jspa?id=292&sid=275"
"7-feb-2020","Number pattern programs in C - Codeforwin","https://codeforwin.org/2016/06/number-pattern-programs-in-c.html"
"7-feb-2020","Find minimum time to finish all jobs with given constraints - GeeksforGeeks","https://www.geeksforgeeks.org/find-minimum-time-to-finish-all-jobs-with-given-constraints/"
"7-feb-2020","Introduction To Parquet File Format with a Parquet Format Example","https://acadgild.com/blog/parquet-file-format-hadoop"
"7-feb-2020","Linear Algebra Cheat Sheet · scalanlp/breeze Wiki","https://github.com/scalanlp/breeze/wiki/Linear-Algebra-Cheat-Sheet"
"7-feb-2020","Programming Interview Questions - Arden DertatArden Dertat","http://www.ardendertat.com/2012/01/09/programming-interview-questions/"
"7-feb-2020","OpenCV-Python Tutorials — OpenCV-Python Tutorials 1 documentation","https://opencv-python-tutroals.readthedocs.io/en/latest/py_tutorials/py_tutorials.html"
"7-feb-2020","CIFAR-10 CNN - Keras Documentation","https://keras.io/examples/cifar10_cnn/"
"7-feb-2020","Testing Scala with sbt and ScalaTest on the Command Line | Scala Documentation","https://docs.scala-lang.org/getting-started/sbt-track/testing-scala-with-sbt-on-the-command-line.html"
"7-feb-2020","TCP Flow Control - InetDaemon's IT Tutorials","https://www.inetdaemon.com/tutorials/internet/tcp/flow_control.shtml"
"7-feb-2020","TensorFlow Object Detection API tutorial — TensorFlow Object Detection API tutorial documentation","https://tensorflow-object-detection-api-tutorial.readthedocs.io/en/latest/"
"7-feb-2020","Python Programming Tutorials","https://pythonprogramming.net/training-custom-objects-tensorflow-object-detection-api-tutorial/?completed=/creating-tfrecord-files-tensorflow-object-detection-api-tutorial/"
"7-feb-2020","Paperspace - Login","https://www.paperspace.com/account/login"
"7-feb-2020","String Functions in Hive","https://www.folkstalk.com/2011/11/string-functions-in-hive.html"
"7-feb-2020","How to Improve Hive Query Performance With Hadoop - DZone Performance","https://dzone.com/articles/how-to-improve-hive-query-performance-with-hadoop"
"7-feb-2020","Hadoop Hive Conditional Functions: IF,CASE,COALESCE,NVL,DECODE - DWgeek.com","https://dwgeek.com/hadoop-hive-conditional-functions-if-case-coalesce-nvl-decode.html/"
"7-feb-2020","Writing Custom Hive UDF and&nbsp;UDAF - DZone Big Data","https://dzone.com/articles/writing-custom-hive-udf-andudaf"
"7-feb-2020","S3 Management Console","https://s3.console.aws.amazon.com/s3/buckets/qubole-att/warehouse/attv3_v90_fb_final/?region=us-east-1&tab=overview"
"7-feb-2020","S3 Management Console","https://s3.console.aws.amazon.com/s3/buckets/qubole-att/warehouse/fb-reports-101/?region=us-east-1&tab=overview#"
"7-feb-2020","S3 Management Console","https://s3.console.aws.amazon.com/s3/buckets/qubole-cricket/warehouse/?region=us-east-1&tab=overview&prefixSearch=cricketv4_v81"
"7-feb-2020","S3 Management Console","https://s3.console.aws.amazon.com/s3/buckets/tv-mta/static/tmp/?region=us-east-1&tab=overview"
"7-feb-2020","neunet.neustar.biz","https://neunet.neustar.biz/international-access-numbers-neustar-conference-bridges"
"7-feb-2020","AWS Command line: S3 content from stdin or to stdout","https://loige.co/aws-command-line-s3-content-from-stdin-or-to-stdout/"
"7-feb-2020","Python @property: How to Use it and Why? - Programiz","https://www.programiz.com/python-programming/property"
"7-feb-2020","Raj-Design-questions/awesome-scalability: High Scalability, High Availability, High Stability, High Performance, and High Intelligence Back-End Design Patterns","https://github.com/Raj-Design-questions/awesome-scalability"
"7-feb-2020","Meet Michelangelo: Uber's Machine Learning Platform","https://eng.uber.com/michelangelo/"
"7-feb-2020","Neustar//Platform One","https://dashboard.p1.neustar.biz/#/login"
"7-feb-2020","Postman","chrome-extension://coohjcphdfgbiolnekdpbcijmhambjff/index.html"
"7-feb-2020","Week Numbers for 2019","https://www.epochconverter.com/weeks/2019"
"7-feb-2020","Help and Documentation in IPython | Python Data Science Handbook","https://jakevdp.github.io/PythonDataScienceHandbook/01.01-help-and-documentation.html"
"7-feb-2020","28 Jupyter Notebook Tips, Tricks, and Shortcuts for Data Science","https://www.dataquest.io/blog/jupyter-notebook-tips-tricks-shortcuts/"
"7-feb-2020","Quantifiers in Regular Expressions | Microsoft Docs","https://docs.microsoft.com/en-us/dotnet/standard/base-types/quantifiers-in-regular-expressions"
"7-feb-2020","Create cron job or schedule jobs using bash scripts in Linux or Unix","https://www.golinuxcloud.com/create-schedule-cron-job-shell-script-linux/"
"7-feb-2020","The ps Command","http://www.linfo.org/ps.html"
"7-feb-2020","AWS Command line: S3 content from stdin or to stdout","https://loige.co/aws-command-line-s3-content-from-stdin-or-to-stdout/"
"7-feb-2020","Hadoop Hive Analytic Functions and Examples - DWgeek.com","https://dwgeek.com/hadoop-hive-analytic-functions-examples.html/"
"7-feb-2020","How to split the input file in Apache Spark - Stack Overflow","https://stackoverflow.com/questions/27619230/how-to-split-the-input-file-in-apache-spark"
"7-feb-2020","python - Splitting +10GB .csv File into equal Parts without reading into Memory - Stack Overflow","https://stackoverflow.com/questions/53028454/splitting-10gb-csv-file-into-equal-parts-without-reading-into-memory"
"7-feb-2020","Split large files into a number of smaller files in Unix","https://kb.iu.edu/d/afar"
"7-feb-2020","Neustar SFTP Web Client","https://mdc-ftp.marketshare.com/webclient/WebClient.xhtml"
"7-feb-2020","Complex Json transformation using Hive functions - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/Complex-Json-transformation-using-Hive-functions/td-p/236476"
"7-feb-2020","Non-equi join in hive to get dim data between fact... - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/Non-equi-join-in-hive-to-get-dim-data-between-fact-table/td-p/114273"
"7-feb-2020","atexit — Exit handlers — Python 3.7.6 documentation","https://docs.python.org/3.7/library/atexit.html#atexit-example"
"7-feb-2020","linux - How can I edit multiple files in VIM? - Unix & Linux Stack Exchange","https://unix.stackexchange.com/questions/27586/how-can-i-edit-multiple-files-in-vim"
"7-feb-2020","Difference between routing, forwarding, switching - Network Engineering Stack Exchange","https://networkengineering.stackexchange.com/questions/33615/difference-between-routing-forwarding-switching"
"7-feb-2020","Fundamentals of communication between two different networks. - 33602 - The Cisco Learning Network","https://learningnetwork.cisco.com/thread/33602"
"7-feb-2020","Parsing JSON with jq","http://www.compciv.org/recipes/cli/jq-for-parsing-json/"
"7-feb-2020","ioctl - Wikipedia","https://en.wikipedia.org/wiki/Ioctl"
"7-feb-2020","Overview of Performance Measurement and Analytical Modeling Techniques for Multi-core Processors","https://www.cse.wustl.edu/~jain/cse567-11/ftp/multcore/"
"7-feb-2020","Thread (computing) - Wikipedia","https://en.wikipedia.org/wiki/Thread_(computing)"
"7-feb-2020","Basics of Algorithmic Trading: Concepts and Examples","https://www.investopedia.com/articles/active-trading/101014/basics-algorithmic-trading-concepts-and-examples.asp"
"7-feb-2020","The Essentials of High-Frequency Trading (HFT)","https://www.investopedia.com/high-frequency-trading-4689680"
"7-feb-2020","Redirecting all kinds of stdout in Python - Eli Bendersky's website","https://eli.thegreenplace.net/2015/redirecting-all-kinds-of-stdout-in-python/"
"7-feb-2020","Free API to access NSE realtime stocks data | Analytics Profile","https://analyticsprofile.com/algo-trading/free-historical-and-realtime-data-api-for-nse-stocks-and-indexes/"
"7-feb-2020","API Documentation | Alpha Vantage","https://www.alphavantage.co/documentation/"
"7-feb-2020","How to insert a dictionary in another dictionary in Python (How to merge two dictionaries)","https://code-maven.com/how-to-insert-a-dictionary-in-another-dictionary-in-python"
"7-feb-2020","Python min() function - ThePythonGuru.com","https://thepythonguru.com/python-builtin-functions/min/"
"7-feb-2020","How to fix the ""Name or service not known"" error in the ProtectionLS error log when the ProtectionLS service cannot start on a ReadyAPI floating license server? ~ Case Management Portal","https://smartbear-cc.force.com/portal/KbArticleViewer?name=How-to-fix-the-Name-or-service-not-known-error-in-the-ProtectionLS-error-log-when-the-ProtectionLS-service-cannot-start-on-a-ReadyAPI-floating-license-server&sp=all"
"7-feb-2020","regression - Random forest assumptions - Cross Validated","https://stats.stackexchange.com/questions/59124/random-forest-assumptions"
"7-feb-2020","Solved: How to change location of the external table in hi... - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/How-to-change-location-of-the-external-table-in-hive/td-p/134391"
"7-feb-2020","pandas.read_csv — pandas 1.0.1 documentation","https://pandas.pydata.org/pandas-docs/stable/reference/api/pandas.read_csv.html"
"7-feb-2020","Defining Table Record Formats in Hive - dummies","https://www.dummies.com/programming/big-data/hadoop/defining-table-record-formats-in-hive/"
"7-feb-2020","Calculate Duration Between Two Dates – Results","https://www.timeanddate.com/date/durationresult.html?d1=15&m1=5&y1=2019&d2=15&m2=12&y2=2019&ti=on"
"7-feb-2020","Hive on Tez : How to control the number of Mappers and Reducers | Open Knowledge Base","http://www.openkb.info/2017/05/hive-on-tez-how-to-control-number-of.html"
"7-feb-2020","Spring Data Redis","https://spring.io/projects/spring-data-redis"
"7-feb-2020","Lyrics In Hindi - लफ़्ज़ों का खेल: मौला मेरे ले ले मेरी जान - Maula Mere Le Le Meri Jaan (Krishna, Salim, Chak De India)","https://hindilyricspratik.blogspot.com/2009/10/maula-mere-le-le-meri-jaan-krishna.html"
"7-feb-2020","Hadoop Configuration parameters · Hadoop Internals","http://ercoppa.github.io/HadoopInternals/HadoopConfigurationParameters.html"
"7-feb-2020","What is meaning of {} + in find's -exec command? - Unix & Linux Stack Exchange","https://unix.stackexchange.com/questions/195939/what-is-meaning-of-in-finds-exec-command"
"7-feb-2020","Analyze  | Qubole Data Services (QDS)","https://api.qubole.com/v2/analyze"
"7-feb-2020","Sign in - Qubole Data Services (QDS)","https://api.qubole.com/users/sign_in"
"7-feb-2020","Working with many files in pandas","http://jonathansoma.com/lede/foundations-2017/classes/working-with-many-files/class/"
"7-feb-2020","Python : How to delete a directory recursively using shutil.rmtree() – thispointer.com","https://thispointer.com/python-how-to-delete-a-directory-recursively-using-shutil-rmtree/"
"7-feb-2020","What is the best micro-service framework for the Java platform? - Quora","https://www.quora.com/What-is-the-best-micro-service-framework-for-the-Java-platform"
"7-feb-2020","Linux alias Command","https://www.mediacollege.com/linux/command/alias.html"
"7-feb-2020","Shell Script to find out whether file has read, write and execute permission – nixCraft","https://bash.cyberciti.biz/file-management/find-file-permission-script/"
"7-feb-2020","Linux Tutorial - Managing Group Access on Linux and UNIX","http://www.yolinux.com/TUTORIALS/LinuxTutorialManagingGroups.html"
"7-feb-2020","Does s3cmd support multipart uploads?","https://s3tools.org/kb/item13.htm"
"7-feb-2020","Multipart Upload API and Permissions - Amazon Simple Storage Service","https://docs.aws.amazon.com/AmazonS3/latest/dev/mpuAndPermissions.html"
"7-feb-2020","Quickly Concatenating Files in Amazon S3","http://whitfin.io/quickly-concatenating-files-in-amazon-s3/"
"7-feb-2020","stream from s3 location in java - Google Search","https://www.google.com/search?rlz=1C1NHXL_enIN817IN817&sxsrf=ACYBGNShBpuBHNJHIJJwHWTqgvrzPUj0Dg%3A1580819304363&ei=aGM5XubsFfKZ4-EPg6CsuAs&q=stream+from+s3+location+in+java&oq=stream+from+s3+location+in+java&gs_l=psy-ab.3..33i22i29i30.7275.10091..10619...0.2..0.503.3088.3-6j1j1......0....1..gws-wiz.......0i71j33i160.2xrOPVPDxj8&ved=0ahUKEwjmwNzo8rfnAhXyzDgGHQMQC7cQ4dUDCAs&uact=5"
"7-feb-2020","S3 workflows simplified with Java 8 streams | AWS Developer Blog","https://aws.amazon.com/blogs/developer/s3-workflows-simplified-with-java-8-streams/"
"7-feb-2020","amazon web services - Read AWS s3 File to Java code - Stack Overflow","https://stackoverflow.com/questions/28568635/read-aws-s3-file-to-java-code"
"7-feb-2020","S3 TransferManager Should Allow Downloading to Stream · Issue #893 · aws/aws-sdk-java","https://github.com/aws/aws-sdk-java/issues/893"
